VCF_ID	BioSample_ID	Capture_Population	Spawning_Ecotype	Phenotype_ID	Population	Simulated_Haul_ID	True_Proportion
Gav18_007.CEL	GAV18_007.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0042	60A_40N_0C_0S
Gav18_008.CEL	GAV18_008.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0068	33A_33N_33C_0S
Gav18_009.CEL	GAV18_009.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0049	60A_40N_0C_0S
Gav18_010.CEL	GAV18_010.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0069	33A_33N_33C_0S
Gav18_011.CEL	GAV18_011.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0031	50A_16N_17C_17S
Gav18_012.CEL	GAV18_012.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0031	50A_16N_17C_17S
Gav18_013.CEL	GAV18_013.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0044	60A_40N_0C_0S
Gav18_015.CEL	GAV18_015.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0061	33A_33N_33C_0S
Gav18_017.CEL	GAV18_017.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0068	33A_33N_33C_0S
Gav18_018.CEL	GAV18_018.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0032	50A_16N_17C_17S
Gav18_020.CEL	GAV18_020.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0079	25A_25N_25C_25S
Gav18_021.CEL	GAV18_021.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0077	25A_25N_25C_25S
Gav18_022.CEL	GAV18_022.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0077	25A_25N_25C_25S
Gav18_023.CEL	GAV18_023.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0039	50A_16N_17C_17S
Gav18_024.CEL	GAV18_024.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0042	60A_40N_0C_0S
Gav18_025.CEL	GAV18_025.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0038	50A_16N_17C_17S
Gav18_026.CEL	GAV18_026.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0065	33A_33N_33C_0S
Gav18_027.CEL	GAV18_027.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0065	33A_33N_33C_0S
Gav18_028.CEL	GAV18_028.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0044	60A_40N_0C_0S
Gav18_029.CEL	GAV18_029.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0072	25A_25N_25C_25S
Gav18_030.CEL	GAV18_030.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0066	33A_33N_33C_0S
Gav18_031.CEL	GAV18_031.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0065	33A_33N_33C_0S
Gav18_032.CEL	GAV18_032.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0014	50A_50N_0C_0S
Gav18_033.CEL	GAV18_033.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0078	25A_25N_25C_25S
Gav18_034.CEL	GAV18_034.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0076	25A_25N_25C_25S
Gav18_035.CEL	GAV18_035.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0065	33A_33N_33C_0S
Gav18_037.CEL	GAV18_037.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0046	60A_40N_0C_0S
Gav18_038.CEL	GAV18_038.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0076	25A_25N_25C_25S
Gav18_040.CEL	GAV18_040.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0065	33A_33N_33C_0S
Gav18_041.CEL	GAV18_041.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0034	50A_16N_17C_17S
Gav18_042.CEL	GAV18_042.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0045	60A_40N_0C_0S
Gav18_043.CEL	GAV18_043.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0045	60A_40N_0C_0S
Gav18_044.CEL	GAV18_044.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0074	25A_25N_25C_25S
Gav18_045.CEL	GAV18_045.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0045	60A_40N_0C_0S
Gav18_046.CEL	GAV18_046.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0036	50A_16N_17C_17S
Gav18_047.CEL	GAV18_047.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0073	25A_25N_25C_25S
Gav18_049.CEL	GAV18_049.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0050	60A_40N_0C_0S
Gav18_050.CEL	GAV18_050.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0034	50A_16N_17C_17S
Gav18_051.CEL	GAV18_051.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0072	25A_25N_25C_25S
Gav18_054.CEL	GAV18_054.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0047	60A_40N_0C_0S
Gav18_055.CEL	GAV18_055.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0065	33A_33N_33C_0S
Gav18_056.CEL	GAV18_056.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0079	25A_25N_25C_25S
Gav19_001.CEL	GAV19_001.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0067	33A_33N_33C_0S
Gav19_002.CEL	GAV19_002.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0042	60A_40N_0C_0S
Gav19_003.CEL	GAV19_003.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0071	25A_25N_25C_25S
Gav19_005.CEL	GAV19_005.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0046	60A_40N_0C_0S
Gav19_006.CEL	GAV19_006.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0064	33A_33N_33C_0S
Gav19_007.CEL	GAV19_007.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0064	33A_33N_33C_0S
Gav19_008.CEL	GAV19_008.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0045	60A_40N_0C_0S
Gav19_009.CEL	GAV19_009.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0073	25A_25N_25C_25S
Gav19_010.CEL	GAV19_010.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0064	33A_33N_33C_0S
Gav19_011.CEL	GAV19_011.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0050	60A_40N_0C_0S
Gav19_012.CEL	GAV19_012.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0013	50A_50N_0C_0S
Gav19_013.CEL	GAV19_013.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0037	50A_16N_17C_17S
Gav19_014.CEL	GAV19_014.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0044	60A_40N_0C_0S
Gav19_015.CEL	GAV19_015.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0040	50A_16N_17C_17S
Gav19_016.CEL	GAV19_016.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0040	50A_16N_17C_17S
Gav19_017.CEL	GAV19_017.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0046	60A_40N_0C_0S
Gav19_018.CEL	GAV19_018.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0039	50A_16N_17C_17S
Gav19_019.CEL	GAV19_019.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0069	33A_33N_33C_0S
Gav19_020.CEL	GAV19_020.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0031	50A_16N_17C_17S
Gav19_021.CEL	GAV19_021.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0078	25A_25N_25C_25S
Gav19_022.CEL	GAV19_022.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0070	33A_33N_33C_0S
Gav19_023.CEL	GAV19_023.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0048	60A_40N_0C_0S
Gav19_025.CEL	GAV19_025.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0072	25A_25N_25C_25S
Gav19_026.CEL	GAV19_026.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0071	25A_25N_25C_25S
Gav19_027.CEL	GAV19_027.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0029	50A_0N_50C_0S
Gav19_028.CEL	GAV19_028.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0019	50A_50N_0C_0S
Gav19_029.CEL	GAV19_029.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0032	50A_16N_17C_17S
Gav19_030.CEL	GAV19_030.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0042	60A_40N_0C_0S
Gav19_031.CEL	GAV19_031.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0038	50A_16N_17C_17S
Gav19_032.CEL	GAV19_032.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0074	25A_25N_25C_25S
Gav19_033.CEL	GAV19_033.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0068	33A_33N_33C_0S
Gav19_034.CEL	GAV19_034.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0064	33A_33N_33C_0S
Gav19_035.CEL	GAV19_035.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0062	33A_33N_33C_0S
Gav19_36_a.CEL	GAV19_36.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0043	60A_40N_0C_0S
Gav19_37_a.CEL	GAV19_37.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0047	60A_40N_0C_0S
Gav19_38_a.CEL	GAV19_38.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0046	60A_40N_0C_0S
Gav19_39_a.CEL	GAV19_39.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0077	25A_25N_25C_25S
Gav19_41_a.CEL	GAV19_41.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0044	60A_40N_0C_0S
Gav19_42_a.CEL	GAV19_42.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0069	33A_33N_33C_0S
Gav19_44_a.CEL	GAV19_44.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0037	50A_16N_17C_17S
Gav19_45_a.CEL	GAV19_45.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0040	50A_16N_17C_17S
Gav19_47_a.CEL	GAV19_47.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0041	60A_40N_0C_0S
Gav19_48_a.CEL	GAV19_48.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0034	50A_16N_17C_17S
Gav19_49_a.CEL	GAV19_49.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0047	60A_40N_0C_0S
Gav19_50_a.CEL	GAV19_50.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0068	33A_33N_33C_0S
Gav19_51_a.CEL	GAV19_51.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0049	60A_40N_0C_0S
Gav19_52_a.CEL	GAV19_52.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0046	60A_40N_0C_0S
Gav19_53_a.CEL	GAV19_53.CEL	GAV19	AUTUMN	GAV19_AUTUMN	Autumn	haul_0033	50A_16N_17C_17S
Gav20_16_a.CEL	GAV20_16.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0050	60A_40N_0C_0S
Gav20_1_a.CEL	GAV20_1.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0011	50A_50N_0C_0S
Gav20_24_a.CEL	GAV20_24.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0069	33A_33N_33C_0S
Gav20_25_a.CEL	GAV20_25.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0013	50A_50N_0C_0S
Gav20_26_a.CEL	GAV20_26.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0068	33A_33N_33C_0S
Gav20_3_a.CEL	GAV20_3.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0033	50A_16N_17C_17S
Gav20_43_a.CEL	GAV20_43.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0040	50A_16N_17C_17S
Gav20_44_a.CEL	GAV20_44.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0080	25A_25N_25C_25S
Gav20_45_a.CEL	GAV20_45.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0048	60A_40N_0C_0S
Gav20_47_a.CEL	GAV20_47.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0016	50A_50N_0C_0S
Gav20_48_a.CEL	GAV20_48.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0013	50A_50N_0C_0S
Gav20_50_a.CEL	GAV20_50.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0067	33A_33N_33C_0S
Gav20_53_a.CEL	GAV20_53.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0042	60A_40N_0C_0S
Gav20_54_a.CEL	GAV20_54.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0075	25A_25N_25C_25S
Gav20_55_a.CEL	GAV20_55.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0032	50A_16N_17C_17S
Gav20_56_a.CEL	GAV20_56.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0044	60A_40N_0C_0S
Gav20_57_a.CEL	GAV20_57.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0035	50A_16N_17C_17S
Gav20_60_a.CEL	GAV20_60.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0071	25A_25N_25C_25S
Gav20_62_a.CEL	GAV20_62.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0041	60A_40N_0C_0S
Gav20_63_a.CEL	GAV20_63.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0075	25A_25N_25C_25S
Gav20_64_a.CEL	GAV20_64.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0077	25A_25N_25C_25S
Gav20_65_a.CEL	GAV20_65.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0066	33A_33N_33C_0S
Gav20_6_a.CEL	GAV20_6.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0080	25A_25N_25C_25S
Gav20_70_a.CEL	GAV20_70.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0070	33A_33N_33C_0S
Gav20_71_a.CEL	GAV20_71.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0026	50A_0N_50C_0S
Gav20_73_a.CEL	GAV20_73.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0080	25A_25N_25C_25S
Gav20_74_a.CEL	GAV20_74.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0040	50A_16N_17C_17S
Gav20_76_a.CEL	GAV20_76.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0029	50A_0N_50C_0S
Gav20_78_a.CEL	GAV20_78.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0039	50A_16N_17C_17S
Gav20_7_a.CEL	GAV20_7.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0061	33A_33N_33C_0S
Gav20_8_a.CEL	GAV20_8.CEL	GAV20	AUTUMN	GAV20_AUTUMN	Autumn	haul_0078	25A_25N_25C_25S
Kal05_25_a.CEL	KAL05_25.CEL	KAL05	SPRING	KAL05_SPRING	South	haul_0004	50A_0N_0C_50S
Kal11_16.CEL	KAL11_16.CEL	KAL11	SPRING	KAL11_SPRING	Central	haul_0052	0A_50N_50C_0S
Kal11_29.CEL	KAL11_29.CEL	KAL11	SPRING	KAL11_SPRING	Central	haul_0055	0A_50N_50C_0S
Kal11_32.CEL	KAL11_32.CEL	KAL11	SPRING	KAL11_SPRING	Central	haul_0027	50A_0N_50C_0S
Kal11_35.CEL	KAL11_35.CEL	KAL11	SPRING	KAL11_SPRING	Central	haul_0060	0A_50N_50C_0S
Kal11_48.CEL	KAL11_48.CEL	KAL11	SPRING	KAL11_SPRING	Central	haul_0076	25A_25N_25C_25S
Kal11_58.CEL	KAL11_58.CEL	KAL11	SPRING	KAL11_SPRING	Central	haul_0063	33A_33N_33C_0S
Kal11_8.CEL	KAL11_8.CEL	KAL11	SPRING	KAL11_SPRING	Central	haul_0068	33A_33N_33C_0S
Kal12_12.CEL	KAL12_12.CEL	KAL12	SPRING	KAL12_SPRING	Central	haul_0073	25A_25N_25C_25S
Kal12_4.CEL	KAL12_4.CEL	KAL12	SPRING	KAL12_SPRING	Central	haul_0037	50A_16N_17C_17S
Kal6_102.CEL	KAL6_102.CEL	KAL06	SPRING	KAL6_SPRING	South	haul_0079	25A_25N_25C_25S
Kal6_70.CEL	KAL6_70.CEL	KAL06	SPRING	KAL6_SPRING	South	haul_0006	50A_0N_0C_50S
Kal6_78.CEL	KAL6_78.CEL	KAL06	SPRING	KAL6_SPRING	South	haul_0009	50A_0N_0C_50S
Kal6_86.CEL	KAL6_86.CEL	KAL06	SPRING	KAL6_SPRING	South	haul_0007	50A_0N_0C_50S
Kal6_87.CEL	KAL6_87.CEL	KAL06	SPRING	KAL6_SPRING	South	haul_0005	50A_0N_0C_50S
Kal6_88.CEL	KAL6_88.CEL	KAL06	SPRING	KAL6_SPRING	South	haul_0079	25A_25N_25C_25S
NoB01_11_a.CEL	NOB01_11.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0016	50A_50N_0C_0S
NoB01_13_a.CEL	NOB01_13.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0034	50A_16N_17C_17S
NoB01_14_a.CEL	NOB01_14.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0056	0A_50N_50C_0S
NoB01_16_a.CEL	NOB01_16.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0013	50A_50N_0C_0S
NoB01_19_a.CEL	NOB01_19.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0071	25A_25N_25C_25S
NoB01_22_a.CEL	NOB01_22.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0079	25A_25N_25C_25S
NoB01_25_a.CEL	NOB01_25.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0076	25A_25N_25C_25S
NoB01_26_a.CEL	NOB01_26.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0066	33A_33N_33C_0S
NoB01_29_a.CEL	NOB01_29.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0041	60A_40N_0C_0S
NoB01_2_a.CEL	NOB01_2.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0017	50A_50N_0C_0S
NoB01_32_a.CEL	NOB01_32.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0080	25A_25N_25C_25S
NoB01_38_a.CEL	NOB01_38.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0054	0A_50N_50C_0S
NoB01_39_a.CEL	NOB01_39.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0070	33A_33N_33C_0S
NoB01_41_a.CEL	NOB01_41.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0016	50A_50N_0C_0S
NoB01_42_a.CEL	NOB01_42.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0069	33A_33N_33C_0S
NoB01_43_a.CEL	NOB01_43.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0055	0A_50N_50C_0S
NoB01_45_a.CEL	NOB01_45.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0058	0A_50N_50C_0S
NoB01_46_a.CEL	NOB01_46.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0071	25A_25N_25C_25S
NoB01_47_a.CEL	NOB01_47.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0018	50A_50N_0C_0S
NoB01_6_a.CEL	NOB01_6.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0069	33A_33N_33C_0S
NoB01_8_a.CEL	NOB01_8.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0050	60A_40N_0C_0S
NoB01_9_a.CEL	NOB01_9.CEL	NOB01	SPRING	NOB01_SPRING	North	haul_0044	60A_40N_0C_0S
NoB02_12_a.CEL	NOB02_12.CEL	NOB02	SPRING	NOB02_SPRING	North	haul_0020	50A_50N_0C_0S
NoB02_14_a.CEL	NOB02_14.CEL	NOB02	SPRING	NOB02_SPRING	North	haul_0045	60A_40N_0C_0S
NoB02_19_a.CEL	NOB02_19.CEL	NOB02	SPRING	NOB02_SPRING	North	haul_0019	50A_50N_0C_0S
NoB02_21_a.CEL	NOB02_21.CEL	NOB02	SPRING	NOB02_SPRING	North	haul_0014	50A_50N_0C_0S
NoB02_28_a.CEL	NOB02_28.CEL	NOB02	SPRING	NOB02_SPRING	North	haul_0053	0A_50N_50C_0S
NoB02_34_a.CEL	NOB02_34.CEL	NOB02	SPRING	NOB02_SPRING	North	haul_0053	0A_50N_50C_0S
NoB02_35_a.CEL	NOB02_35.CEL	NOB02	SPRING	NOB02_SPRING	North	haul_0077	25A_25N_25C_25S
NoB02_48_a.CEL	NOB02_48.CEL	NOB02	SPRING	NOB02_SPRING	North	haul_0060	0A_50N_50C_0S
NoB02_5_a.CEL	NOB02_5.CEL	NOB02	SPRING	NOB02_SPRING	North	haul_0056	0A_50N_50C_0S
NoB02_7_a.CEL	NOB02_7.CEL	NOB02	SPRING	NOB02_SPRING	North	haul_0056	0A_50N_50C_0S
NoB04_11_a.CEL	NOB04_11.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0040	50A_16N_17C_17S
NoB04_23_a.CEL	NOB04_23.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0049	60A_40N_0C_0S
NoB04_29_a.CEL	NOB04_29.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0061	33A_33N_33C_0S
NoB04_2_a.CEL	NOB04_2.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0062	33A_33N_33C_0S
NoB04_31_a.CEL	NOB04_31.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0037	50A_16N_17C_17S
NoB04_34_a.CEL	NOB04_34.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0019	50A_50N_0C_0S
NoB04_36_a.CEL	NOB04_36.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0068	33A_33N_33C_0S
NoB04_37_a.CEL	NOB04_37.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0049	60A_40N_0C_0S
NoB04_39_a.CEL	NOB04_39.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0050	60A_40N_0C_0S
NoB04_3_a.CEL	NOB04_3.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0038	50A_16N_17C_17S
NoB04_40_a.CEL	NOB04_40.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0069	33A_33N_33C_0S
NoB04_6_a.CEL	NOB04_6.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0041	60A_40N_0C_0S
NoB04_7_a.CEL	NOB04_7.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0063	33A_33N_33C_0S
NoB04_9_a.CEL	NOB04_9.CEL	NOB04	SPRING	NOB04_SPRING	North	haul_0042	60A_40N_0C_0S
NoB05_12_a.CEL	NOB05_12.CEL	NOB05	SPRING	NOB05_SPRING	North	haul_0067	33A_33N_33C_0S
NoB05_13_a.CEL	NOB05_13.CEL	NOB05	SPRING	NOB05_SPRING	North	haul_0067	33A_33N_33C_0S
NoB05_2_a.CEL	NOB05_2.CEL	NOB05	SPRING	NOB05_SPRING	North	haul_0067	33A_33N_33C_0S
NoB05_6_a.CEL	NOB05_6.CEL	NOB05	SPRING	NOB05_SPRING	North	haul_0018	50A_50N_0C_0S
NoB05_7_a.CEL	NOB05_7.CEL	NOB05	SPRING	NOB05_SPRING	North	haul_0061	33A_33N_33C_0S
NoB05_8_a.CEL	NOB05_8.CEL	NOB05	SPRING	NOB05_SPRING	North	haul_0012	50A_50N_0C_0S
NoB07_11_a.CEL	NOB07_11.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0072	25A_25N_25C_25S
NoB07_12_a.CEL	NOB07_12.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0049	60A_40N_0C_0S
NoB07_16_a.CEL	NOB07_16.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0069	33A_33N_33C_0S
NoB07_19_a.CEL	NOB07_19.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0035	50A_16N_17C_17S
NoB07_1_a.CEL	NOB07_1.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0019	50A_50N_0C_0S
NoB07_21_a.CEL	NOB07_21.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0057	0A_50N_50C_0S
NoB07_22_a.CEL	NOB07_22.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0046	60A_40N_0C_0S
NoB07_23_a.CEL	NOB07_23.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0062	33A_33N_33C_0S
NoB07_24_a.CEL	NOB07_24.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0056	0A_50N_50C_0S
NoB07_25_a.CEL	NOB07_25.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0065	33A_33N_33C_0S
NoB07_26_a.CEL	NOB07_26.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0037	50A_16N_17C_17S
NoB07_27_a.CEL	NOB07_27.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0074	25A_25N_25C_25S
NoB07_2_a.CEL	NOB07_2.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0066	33A_33N_33C_0S
NoB07_31_a.CEL	NOB07_31.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0041	60A_40N_0C_0S
NoB07_33_a.CEL	NOB07_33.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0058	0A_50N_50C_0S
NoB07_34_a.CEL	NOB07_34.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0065	33A_33N_33C_0S
NoB07_3_a.CEL	NOB07_3.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0080	25A_25N_25C_25S
NoB07_5_a.CEL	NOB07_5.CEL	NOB07	SPRING	NOB07_SPRING	North	haul_0012	50A_50N_0C_0S
